,title,publish_date,source_country,sentiment,cleaned_text,sentiment_label,word_length,char_length,month
169,The sanctions war against Russia: a year of playing cat and mouse,2023-02-20 06:00:28,GB,-0.176,sanctions war russia year playing cat mouse,negative,12,65,February 2023
170,Greek workers stage second 24-hour strike this year over cost of living,2022-11-09 17:17:28,GB,0.014,greek workers stage second 24-hour strike year cost living,positive,12,71,November 2022
171,Qatar official says ‘400-500’ migrant workers died on World Cup projects,2022-11-29 14:07:00,GB,-0.36,qatar official says 400-500 migrant workers died world cup projects,negative,11,72,November 2022
172,Jamie Kelman: ScotWind marks new chapter in Aberdeen’s energy story,2023-01-31 07:00:51,GB,0.402,jamie kelman scotwind marks new chapter aberdeen energy story,positive,10,67,January 2023
173,To criticise or not to criticise – are women’s football pundits too nice?,2022-11-02 13:00:02,GB,0.327,criticise criticise women football pundits nice,positive,13,73,November 2022
174,"Thanks to 3D Printing Pioneers Like Immensa, Dubai Is Building the World’s First Printed Mosque",2023-01-30 11:42:15,GB,0.115,thanks 3d printing pioneers like immensa dubai building world first printed mosque,positive,15,95,January 2023
175,Biodiversity: one way to help countries stick to their commitments to restore nature,2022-12-20 17:26:21,GB,0.057,biodiversity one way help countries stick commitments restore nature,positive,13,84,December 2022
176,Year-on-year drop in Moray benefits claims for December,2023-01-20 17:00:00,GB,0.356,year-on-year drop moray benefits claims december,positive,8,55,January 2023
177,Getting It Right: A National Care Service for Scotland,2022-11-07 01:01:00,GB,-0.184,getting right national care service scotland,negative,9,54,November 2022
178,UK billionaire numbers rise by 20% since pandemic as cost of living crisis deepens,2022-12-19 11:07:59,GB,-0.074,uk billionaire numbers rise 20 since pandemic cost living crisis deepens,negative,14,82,December 2022
179,Tory donor’s demolition firm named as part of a £150million corruption plot,2022-12-03 19:38:45,GB,-0.023,tory donor demolition firm named part 150million corruption plot,negative,12,75,December 2022
180,Council ‘apologises unreservedly for ways in which it failed Grenfell residents’,2022-11-09 16:36:29,GB,-0.382,council apologises unreservedly ways failed grenfell residents,negative,11,80,November 2022
181,More rail strike disruption as new TUC boss calls for urgent meeting with PM,2023-01-04 09:33:16,GB,-0.246,rail strike disruption new tuc boss calls urgent meeting pm,negative,14,76,January 2023
182,"Ambulance strike: Workers feel betrayed by government, union writes",2023-01-14 03:28:04,GB,-0.513,ambulance strike workers feel betrayed government union writes,negative,9,67,January 2023
183,"Changes at Newcastle Building Society, FW Capital and DPP Planning",2023-02-24 10:09:49,GB,0.319,changes newcastle building society fw capital dpp planning,positive,10,66,February 2023
184,Jeremy Hunt’s budget to announce £20bn funding to cut carbon emissions,2023-03-10 23:30:03,gb,-0.13,jeremy hunt budget announce 20bn funding cut carbon emissions,negative,11,70,March 2023
185,New space engineering and operations hub for Prestwick,2022-12-06 01:01:00,GB,0.05,new space engineering operations hub prestwick,positive,8,54,December 2022
186,Nursing strike enters second day as health leaders prepare for biggest walkout,2023-01-19 01:01:43,GB,-0.021,nursing strike enters second day health leaders prepare biggest walkout,negative,12,78,January 2023
187,New panel promises action on tourism and climate change,2022-11-10 13:32:36,GB,0.17,new panel promises action tourism climate change,positive,9,55,November 2022
188,FIFA disbanded human rights board and did not replace it with independent advisers,2022-12-17 05:33:00,GB,-0.101,fifa disbanded human rights board replace independent advisers,negative,13,82,December 2022
189,Distillery to open its doors for the first time 125 years,2023-01-29 09:00:00,GB,0.419,distillery open doors first time 125 years,positive,11,57,January 2023
190,The potential contenders to become the most powerful person in Welsh rugby after Rob Butcher's exit,2022-11-02 19:38:53,GB,0.099,potential contenders become powerful person welsh rugby rob butcher exit,positive,16,99,November 2022
191,Isle of Harris distillery boss warns of ad ban impact,2023-02-08 07:07:46,GB,-0.034,isle harris distillery boss warns ad ban impact,negative,10,53,February 2023
192,"Construction activity continues to pick up, but outlook remains grim",2022-11-04 12:07:34,GB,-0.329,construction activity continues pick outlook remains grim,negative,10,68,November 2022
193,iwoca report on ONS data highlights Transport &amp; Storage,2023-03-06 09:45:31,gb,0.065,iwoca report ons data highlights transport amp storage,positive,9,59,March 2023
194,Scotland industry: Major milestone for 'flagship' manufacturing HQ,2023-02-16 15:25:39,GB,0.204,scotland industry major milestone flagship manufacturing hq,positive,8,66,February 2023
195,UK economy shrinks between August and October,2022-12-12 08:54:14,GB,-0.149,uk economy shrinks august october,negative,7,45,December 2022
196,Amte powers up battery plant with Thurso expansion,2023-03-10 12:45:20,gb,-0.062,amte powers battery plant thurso expansion,negative,8,50,March 2023
197,Freezing rents will only make the situation worse – David Alexander,2022-11-10 08:35:02,GB,-0.01,freezing rents make situation worse david alexander,negative,11,67,November 2022
198,Rees-Mogg warns of potential legal challenges as Strikes Bill clears the Commons,2023-01-31 06:31:45,GB,-0.438,rees-mogg warns potential legal challenges strikes bill clears commons,negative,12,80,January 2023
199,Rebound in construction sector slows to a trickle in worst month since August,2022-12-06 11:51:38,GB,-0.311,rebound construction sector slows trickle worst month since august,negative,13,77,December 2022
200,Cammach Bryant MD takes on new role at Roy MacGregor&#8217;s GEG Capital Group,2022-12-05 07:00:38,GB,0.753,cammach bryant md takes new role roy macgregor 8217 geg capital group,positive,13,78,December 2022
201,"Brexit has created shortage of 330,000 workers in UK, say economists",2023-01-17 13:03:35,GB,0.114,brexit created shortage 330 000 workers uk say economists,positive,11,68,January 2023
202,Data reveals Scots construction fatalities 33% more likely than rest of UK,2022-12-05 16:58:57,GB,-0.296,data reveals scots construction fatalities 33 likely rest uk,negative,12,74,December 2022
203,A hundred UK companies switch to four-day working week with no pay cut,2022-11-28 19:26:32,GB,-0.269,hundred uk companies switch four-day working week pay cut,negative,13,70,November 2022
204,Largest strike in NHS history will cause ‘huge disruption’,2023-02-06 18:23:51,GB,-0.322,largest strike nhs history cause huge disruption,negative,9,58,February 2023
205,Council ‘apologises unreservedly for ways in which it failed Grenfell residents’,2022-11-09 19:22:04,GB,-0.341,council apologises unreservedly ways failed grenfell residents,negative,11,80,November 2022
206,Utility recommends natural gas plant despite objections,2022-12-02 22:38:35,GB,-0.032,utility recommends natural gas plant despite objections,negative,7,55,December 2022
208,Skills Support for the Workforce Programme ends in March,2023-01-04 12:20:16,GB,0.061,skills support workforce programme ends march,positive,9,56,January 2023
209,Reward an apprentice for their hard work with the North West Apprenticeship Awards,2022-12-05 16:29:36,GB,0.187,reward apprentice hard work north west apprenticeship awards,positive,13,82,December 2022
210,Climate change: Greenwashing by business and politicians is driving us further down the highway to hell – Stephen Jardine,2022-11-11 17:45:00,GB,-0.013,climate change greenwashing business politicians driving us highway hell stephen jardine,negative,19,121,November 2022
211,Scarred for life: the Himalayan towns sinking into oblivion,2023-03-20 08:00:03,gb,-0.162,scarred life himalayan towns sinking oblivion,negative,9,59,March 2023
212,Adapted homes waiting list to be slashed by ‘transformational’ Dundee development,2022-12-08 11:56:02,GB,0.452,adapted homes waiting list slashed transformational dundee development,positive,11,81,December 2022
213,"Readers&#8217; letters: Aberdeen Parking permits, warming up with Scottish soups and the &#8216;kings&#8217; of shinty",2022-12-23 18:00:34,GB,-0.599,readers 8217 letters aberdeen parking permits warming scottish soups 8216 kings 8217 shinty,negative,15,118,December 2022
214,Energy transition presents Scotland's 'most significant' challenges and opportunities,2023-01-25 17:31:13,GB,0.228,energy transition presents scotland significant challenges opportunities,positive,9,85,January 2023
215,Malting expansion boost in Highland capital,2023-03-28 12:39:24,gb,0.265,malting expansion boost highland capital,positive,6,43,March 2023
216,"Teacher strike in Scotland could be prevented if 'additional funding' is found, claims SNP minister",2022-11-11 12:15:03,GB,0.086,teacher strike scotland could prevented additional funding found claims snp minister,positive,15,99,November 2022
217,Chinese banks try to revive housing market with mortgages for 95-year-olds,2023-03-01 13:59:28,GB,-0.301,chinese banks try revive housing market mortgages 95-year-olds,negative,11,74,March 2023
218,Peterhead man who was throttling partner had to be dragged off her by police,2023-01-19 07:00:02,GB,-0.111,peterhead man throttling partner dragged police,negative,14,76,January 2023
219,"Harland and Wolff to help build three Royal Navy ships, bringing NI jobs boost",2022-11-16 15:28:12,GB,0.477,harland wolff help build three royal navy ships bringing ni jobs boost,positive,14,78,November 2022
220,"Reform Government apprenticeship scheme - or risk missing out on the best talent, businesses say",2023-02-07 16:11:46,GB,-0.154,reform government apprenticeship scheme risk missing best talent businesses say,negative,15,96,February 2023
221,Life sciences: BioHub focal point for fruition,2022-12-02 15:34:34,GB,0.691,life sciences biohub focal point fruition,positive,7,46,December 2022
222,VIDEO: London St Patrick's Day Parade - The Irish World,2023-03-17 13:41:56,gb,0.255,video london st patrick day parade irish world,positive,10,55,March 2023
223,Influential Scottish business body hails milestone with all-woman senior leadership team,2022-11-18 10:06:29,GB,0.396,influential scottish business body hails milestone all-woman senior leadership team,positive,11,88,November 2022
224,"Andy Burnham: Tinkering with names isn’t enough, Whitehall must devolve power",2023-02-09 13:06:12,GB,-0.045,andy burnham tinkering names enough whitehall must devolve power,negative,11,77,February 2023
225,Five big challenges for Lula's presidency of Brazil,2023-01-19 15:50:22,GB,-0.139,five big challenges lula presidency brazil,negative,8,51,January 2023
226,UK construction rebounds to nine-month high as recession fears ease,2023-03-06 11:30:29,gb,-0.153,uk construction rebounds nine-month high recession fears ease,negative,10,67,March 2023
227,Let's build upon achievements of Scottish Apprenticeship Awards,2023-03-28 13:21:59,gb,0.539,let build upon achievements scottish apprenticeship awards,positive,8,63,March 2023
228,"As transgender employees become more common, here's how workplaces can welcome diversity",2022-11-30 12:28:03,GB,-0.005,transgender employees become common workplaces welcome diversity,negative,12,88,November 2022
229,Temporary closures announced for main avenue at Inverness Campus,2022-11-10 13:51:00,GB,-0.017,temporary closures announced main avenue inverness campus,negative,9,64,November 2022
230,Northumberland firm Merit revenue up by 44&#37; to more than £60million,2023-02-16 14:20:50,GB,0.318,northumberland firm merit revenue 44 37 60million,positive,11,71,February 2023
231,"Public sector pay rises cannot match inflation, says transport secretary",2022-11-27 12:33:48,GB,-0.16,public sector pay rises cannot match inflation says transport secretary,negative,10,72,November 2022
232,Finn Thomson unveils his first whiskies,2022-11-03 08:17:35,GB,0.126,finn thomson unveils first whiskies,positive,6,39,November 2022
233,SNP leadership latest: Humza Yousaf&#8217;s pitch to invest in the Highlands and Islands,2023-03-06 18:00:00,gb,0.167,snp leadership latest humza yousaf 8217 pitch invest highlands islands,positive,13,88,March 2023
